product,metal,width,optical_code,height_40,height_70,height_110,height_200,timestamp_first,timestamp_last,optical_code_Encoded,optical_code_numerical_only,optical_code_numerical_only_Encoded,colorimetrie,transparency,teinte,colorimetrie_Encoded,transparency_Encoded,teinte_Encoded,longeur_mm,height,height_encoded
bouteille_b,False,180,W009006,True,False,False,False,2024-11-14 14:55:45.711697,2024-11-14 14:55:45.744892,3499.0,009006,76.0,W,009,006,0,9.0,6.0,73.77,"[40, 70]",2
yaourt,False,61,W042005,True,False,False,False,2024-11-14 14:42:27.566075,2024-11-14 14:42:27.594960,3878.0,042005,1250.0,W,042,005,0,42.0,5.0,64.19,"[40, 70]",2
dechet,False,228,B083018,False,False,False,False,2024-11-14 14:48:41.119739,2024-11-14 14:48:41.207270,1646.0,083018,2951.0,B,083,018,2,83.0,18.0,194.51,"[0, 40]",1
journal,False,254,B015052,False,False,False,False,2024-11-14 14:48:24.209153,2024-11-14 14:48:24.327269,70.0,015052,208.0,B,015,052,2,15.0,52.0,262.48,"[0, 40]",1
dechet,False,69,W040015,True,False,False,False,2024-11-14 14:55:55.798041,2024-11-14 14:55:55.821504,3860.0,040015,1156.0,W,040,015,0,40.0,15.0,52.14,"[40, 70]",2
journal,False,227,B047060,False,False,False,False,2024-11-14 14:42:28.890332,2024-11-14 14:42:28.987434,669.0,047060,1552.0,B,047,060,2,47.0,60.0,215.78,"[0, 40]",1
carton_grand,False,187,B088011,True,True,True,False,2024-11-14 14:41:32.476949,2024-11-14 14:41:32.479822,1745.0,088011,3055.0,B,088,011,2,88.0,11.0,6.38,"[110, 200]",4
conserve,True,64,S040004,True,True,True,False,2024-11-14 14:55:02.595798,2024-11-14 14:55:02.651016,2510.0,040004,1146.0,S,040,004,3,40.0,4.0,122.71,"[110, 200]",4
carton_grand,False,3,B082014,True,True,True,True,2024-11-14 14:44:45.409911,2024-11-14 14:44:45.575015,1622.0,082014,2924.0,B,082,014,2,82.0,14.0,366.9,>= 200,5
bouteille_b,False,64,W012004,True,True,False,False,2024-11-14 14:54:33.969390,2024-11-14 14:54:34.053788,3532.0,012004,129.0,W,012,004,0,12.0,4.0,187.55,"[70, 110]",3
canette,True,80,S021006,True,False,False,False,2024-11-14 14:43:36.038201,2024-11-14 14:43:36.059701,2364.0,021006,360.0,S,021,006,3,21.0,6.0,47.78,"[40, 70]",2
conserve,True,107,S032004,True,True,False,False,2024-11-14 14:43:38.836602,2024-11-14 14:43:38.891396,2451.0,032004,753.0,S,032,004,3,32.0,4.0,121.76,"[70, 110]",3
canette,True,76,S040004,True,True,False,False,2024-11-14 14:57:25.901512,2024-11-14 14:57:25.948442,2510.0,040004,1146.0,S,040,004,3,40.0,4.0,104.29,"[70, 110]",3
yaourt,False,70,W042005,True,False,False,False,2024-11-14 14:54:04.918115,2024-11-14 14:54:04.937943,3878.0,042005,1250.0,W,042,005,0,42.0,5.0,44.06,"[40, 70]",2
conserve,True,105,S037003,True,True,False,False,2024-11-14 14:57:34.229889,2024-11-14 14:57:34.276612,2487.0,037003,982.0,S,037,003,3,37.0,3.0,103.83,"[70, 110]",3
conserve,True,111,S015004,True,True,True,False,2024-11-14 14:45:17.023651,2024-11-14 14:45:17.055876,2322.0,015004,191.0,S,015,004,3,15.0,4.0,71.61,"[110, 200]",4
conserve,True,92,S028005,True,True,False,False,2024-11-14 14:47:08.884224,2024-11-14 14:47:08.915637,2422.0,028005,593.0,S,028,005,3,28.0,5.0,69.81,"[70, 110]",3
bouteille_t,False,77,T057061,True,False,False,False,2024-11-14 14:41:36.909392,2024-11-14 14:41:37.011501,3227.0,057061,2072.0,T,057,061,1,57.0,61.0,226.91,"[40, 70]",2
yaourt,False,58,W030012,True,True,False,False,2024-11-14 14:46:50.180676,2024-11-14 14:46:50.200161,3712.0,030012,682.0,W,030,012,0,30.0,12.0,43.3,"[70, 110]",3
canette,True,43,S040006,True,False,False,False,2024-11-14 14:56:38.808414,2024-11-14 14:56:38.832837,2512.0,040006,1148.0,S,040,006,3,40.0,6.0,54.27,"[40, 70]",2
conserve,True,102,S015005,True,True,False,False,2024-11-14 14:52:31.249763,2024-11-14 14:52:31.309451,2323.0,015005,192.0,S,015,005,3,15.0,5.0,132.64,"[70, 110]",3
carton_petit,False,89,B090023,True,True,False,False,2024-11-14 14:55:35.489289,2024-11-14 14:55:35.532725,1792.0,090023,3102.0,B,090,023,2,90.0,23.0,96.52,"[70, 110]",3
dechet,False,76,B012060,True,True,False,False,2024-11-14 14:43:58.427931,2024-11-14 14:43:58.476662,36.0,012060,141.0,B,012,060,2,12.0,60.0,108.29,"[70, 110]",3
bouteille_t,False,56,T074092,True,False,False,False,2024-11-14 14:49:45.217102,2024-11-14 14:49:45.304672,3402.0,074092,2733.0,T,074,092,1,74.0,92.0,194.6,"[40, 70]",2
tetrapak,False,52,B085013,True,False,False,False,2024-11-14 14:54:02.228857,2024-11-14 14:54:02.253349,1687.0,085013,2994.0,B,085,013,2,85.0,13.0,54.43,"[40, 70]",2
bouteille_t,False,237,T047150,True,True,False,False,2024-11-14 14:54:35.597523,2024-11-14 14:54:35.639205,3034.0,047150,1573.0,T,047,150,1,47.0,147.0,92.63,"[70, 110]",3
conserve,True,84,S029007,True,True,False,False,2024-11-14 14:47:45.082826,2024-11-14 14:47:45.120750,2432.0,029007,638.0,S,029,007,3,29.0,7.0,84.28,"[70, 110]",3
conserve,True,72,S027005,True,True,True,False,2024-11-14 14:57:36.406998,2024-11-14 14:57:36.461473,2413.0,027005,554.0,S,027,005,3,27.0,5.0,121.06,"[110, 200]",4
bouteille_t,False,64,T048115,True,True,True,True,2024-11-14 14:53:52.085013,2024-11-14 14:53:52.111542,3059.0,048115,1629.0,T,048,115,1,48.0,115.0,58.95,>= 200,5
dechet,False,54,W039011,False,False,False,False,2024-11-14 14:53:40.310734,2024-11-14 14:53:40.340424,3843.0,039011,1096.0,W,039,011,0,39.0,11.0,65.98,"[0, 40]",1
carton_grand,False,418,B060011,False,False,False,False,2024-11-14 14:47:10.645749,2024-11-14 14:47:10.751872,1037.0,060011,2199.0,B,060,011,2,60.0,11.0,235.83,"[0, 40]",1
tetrapak,False,73,B086010,True,False,False,False,2024-11-14 14:49:35.072166,2024-11-14 14:49:35.095079,1702.0,086010,3011.0,B,086,010,2,86.0,10.0,50.92,"[40, 70]",2
carton_petit,False,113,B107024,True,True,False,False,2024-11-14 14:47:39.337415,2024-11-14 14:47:39.377056,2085.0,107024,3397.0,B,107,024,2,107.0,24.0,88.09,"[70, 110]",3
dechet,False,195,B053023,True,True,True,False,2024-11-14 14:44:43.911655,2024-11-14 14:44:43.914503,834.0,053023,1857.0,B,053,023,2,53.0,23.0,6.33,"[110, 200]",4
bouteille_b,False,54,W010003,True,True,True,False,2024-11-14 14:45:16.937894,2024-11-14 14:45:16.952137,3508.0,010003,89.0,W,010,003,0,10.0,3.0,31.65,"[110, 200]",4
tetrapak,False,46,B083008,True,False,False,False,2024-11-14 14:42:09.575450,2024-11-14 14:42:09.596690,1636.0,083008,2941.0,B,083,008,2,83.0,8.0,47.2,"[40, 70]",2
canette,True,100,S025007,True,False,False,False,2024-11-14 14:42:52.877449,2024-11-14 14:42:52.910538,2397.0,025007,493.0,S,025,007,3,25.0,7.0,73.53,"[40, 70]",2
carton_grand,False,296,B104018,True,True,True,True,2024-11-14 14:56:50.195180,2024-11-14 14:56:50.197061,2039.0,104018,3351.0,B,104,018,2,104.0,18.0,4.18,>= 200,5
bouteille_t,False,64,T053063,True,True,False,False,2024-11-14 14:51:40.953522,2024-11-14 14:51:41.048708,3155.0,053063,1869.0,T,053,063,1,53.0,63.0,211.52,"[70, 110]",3
bouteille_t,False,59,T048080,True,False,False,False,2024-11-14 14:52:07.912654,2024-11-14 14:52:07.984374,3044.0,048080,1613.0,T,048,080,1,48.0,80.0,159.38,"[40, 70]",2
bouteille_t,False,80,T053131,True,True,True,True,2024-11-14 14:54:06.123610,2024-11-14 14:54:06.152312,3169.0,053131,1883.0,T,053,131,1,53.0,131.0,63.78,>= 200,5
bouteille_b,False,77,W011005,True,True,False,False,2024-11-14 14:51:57.080824,2024-11-14 14:51:57.146781,3521.0,011005,106.0,W,011,005,0,11.0,5.0,146.57,"[70, 110]",3
carton_petit,False,95,B084016,True,False,False,False,2024-11-14 14:56:09.600778,2024-11-14 14:56:09.633746,1669.0,084016,2976.0,B,084,016,2,84.0,16.0,73.26,"[40, 70]",2
tetrapak,False,88,B048003,True,True,False,False,2024-11-14 14:49:26.874651,2024-11-14 14:49:26.905349,674.0,048003,1574.0,B,048,003,2,48.0,3.0,68.22,"[70, 110]",3
carton_grand,False,6,B116016,True,True,True,True,2024-11-14 14:46:05.047136,2024-11-14 14:46:05.154161,2180.0,116016,3492.0,B,116,016,2,116.0,16.0,237.83,>= 200,5
conserve,True,124,S036004,True,True,False,False,2024-11-14 14:45:23.853326,2024-11-14 14:45:23.896065,2481.0,036004,928.0,S,036,004,3,36.0,4.0,94.98,"[70, 110]",3
bouteille_b,False,70,W009005,True,False,False,False,2024-11-14 14:57:18.156774,2024-11-14 14:57:18.229403,3498.0,009005,75.0,W,009,005,0,9.0,5.0,161.4,"[40, 70]",2
carton_grand,False,3,B030014,True,True,True,True,2024-11-14 14:50:24.509458,2024-11-14 14:50:24.634569,285.0,030014,684.0,B,030,014,2,30.0,14.0,278.02,>= 200,5
conserve,True,134,S010005,True,True,True,False,2024-11-14 14:45:16.973646,2024-11-14 14:45:17.022600,2298.0,010005,91.0,S,010,005,3,10.0,5.0,108.79,"[110, 200]",4
journal,False,303,B073037,True,True,True,True,2024-11-14 14:50:03.196955,2024-11-14 14:50:03.201301,1431.0,073037,2703.0,B,073,037,2,73.0,37.0,9.66,>= 200,5
tetrapak,False,77,B068006,True,True,False,False,2024-11-14 14:44:07.453934,2024-11-14 14:44:07.480150,1286.0,068006,2527.0,B,068,006,2,68.0,6.0,58.26,"[70, 110]",3
conserve,True,68,S021003,True,True,False,False,2024-11-14 14:43:51.160469,2024-11-14 14:43:51.206054,2361.0,021003,357.0,S,021,003,3,21.0,3.0,101.3,"[70, 110]",3
carton_grand,False,351,B078013,False,False,False,False,2024-11-14 14:41:51.949237,2024-11-14 14:41:52.034543,1538.0,078013,2826.0,B,078,013,2,78.0,13.0,189.57,"[0, 40]",1
tetrapak,False,67,B071011,True,False,False,False,2024-11-14 14:55:23.583427,2024-11-14 14:55:23.613966,1366.0,071011,2633.0,B,071,011,2,71.0,11.0,67.86,"[40, 70]",2
bouteille_b,False,82,W010005,True,True,False,False,2024-11-14 14:44:38.647814,2024-11-14 14:44:38.705431,3510.0,010005,91.0,W,010,005,0,10.0,5.0,128.04,"[70, 110]",3
journal,False,280,B058056,False,False,False,False,2024-11-14 14:41:25.871825,2024-11-14 14:41:26.015264,997.0,058056,2124.0,B,058,056,2,58.0,56.0,318.75,"[0, 40]",1
journal,False,245,B035038,True,True,True,True,2024-11-14 14:50:01.341129,2024-11-14 14:50:01.346511,365.0,035038,907.0,B,035,038,2,35.0,38.0,11.96,>= 200,5
tetrapak,False,56,B088009,True,False,False,False,2024-11-14 14:54:46.136510,2024-11-14 14:54:46.178546,1743.0,088009,3053.0,B,088,009,2,88.0,9.0,93.41,"[40, 70]",2
canette,True,99,S016006,True,False,False,False,2024-11-14 14:44:37.874208,2024-11-14 14:44:37.897039,2331.0,016006,221.0,S,016,006,3,16.0,6.0,50.74,"[40, 70]",2
bouteille_t,False,71,T044111,True,False,False,False,2024-11-14 14:55:29.485148,2024-11-14 14:55:29.581116,2963.0,044111,1395.0,T,044,111,1,44.0,111.0,213.26,"[40, 70]",2
journal,False,255,B022019,False,False,False,False,2024-11-14 14:43:22.520558,2024-11-14 14:43:22.696319,169.0,022019,403.0,B,022,019,2,22.0,19.0,390.58,"[0, 40]",1
carton_petit,False,89,B121025,True,True,False,False,2024-11-14 14:41:00.226855,2024-11-14 14:41:00.277602,2219.0,121025,3531.0,B,121,025,2,121.0,25.0,112.77,"[70, 110]",3
bouteille_t,False,53,T052032,True,False,False,False,2024-11-14 14:43:10.727609,2024-11-14 14:43:10.817287,3124.0,052032,1803.0,T,052,032,1,52.0,32.0,199.28,"[40, 70]",2
canette,True,40,S006004,True,True,False,False,2024-11-14 14:54:47.549073,2024-11-14 14:54:47.593927,2286.0,006004,39.0,S,006,004,3,6.0,4.0,99.68,"[70, 110]",3
dechet,False,49,W024010,True,False,False,False,2024-11-14 14:48:53.649709,2024-11-14 14:48:53.676647,3634.0,024010,460.0,W,024,010,0,24.0,10.0,59.86,"[40, 70]",2
conserve,True,61,S035005,True,True,False,False,2024-11-14 14:43:15.141949,2024-11-14 14:43:15.187001,2475.0,035005,891.0,S,035,005,3,35.0,5.0,100.12,"[70, 110]",3
bouteille_t,False,72,T037097,True,False,False,False,2024-11-14 14:54:55.761008,2024-11-14 14:54:55.839816,2803.0,037097,1024.0,T,037,097,1,37.0,97.0,175.13,"[40, 70]",2
canette,True,63,S042004,True,True,True,False,2024-11-14 14:44:59.514563,2024-11-14 14:44:59.539309,2525.0,042004,1249.0,S,042,004,3,42.0,4.0,54.99,"[110, 200]",4
carton_petit,False,67,B110025,True,True,True,False,2024-11-14 14:53:16.702516,2024-11-14 14:53:16.744163,2131.0,110025,3443.0,B,110,025,2,110.0,25.0,92.55,"[110, 200]",4
tetrapak,False,46,B044015,True,False,False,False,2024-11-14 14:48:47.522947,2024-11-14 14:48:47.549957,553.0,044015,1363.0,B,044,015,2,44.0,15.0,60.02,"[40, 70]",2
carton_petit,False,131,B101019,True,True,False,False,2024-11-14 14:42:22.984824,2024-11-14 14:42:23.041052,1988.0,101019,3299.0,B,101,019,2,101.0,19.0,124.95,"[70, 110]",3
carton_grand,False,4,B087015,True,True,True,True,2024-11-14 14:42:30.177278,2024-11-14 14:42:30.247566,1727.0,087015,3036.0,B,087,015,2,87.0,15.0,156.2,>= 200,5
carton_grand,False,5,B095013,True,True,True,True,2024-11-14 14:41:54.663552,2024-11-14 14:41:54.741172,1887.0,095013,3198.0,B,095,013,2,95.0,13.0,172.49,>= 200,5
yaourt,False,78,W047013,True,False,False,False,2024-11-14 14:57:05.710106,2024-11-14 14:57:05.741770,3950.0,047013,1523.0,W,047,013,0,47.0,13.0,70.36,"[40, 70]",2
carton_petit,False,134,B115022,True,True,False,False,2024-11-14 14:50:11.116529,2024-11-14 14:50:11.154989,2174.0,115022,3486.0,B,115,022,2,115.0,22.0,85.47,"[70, 110]",3
bouteille_t,False,75,T041056,True,True,False,False,2024-11-14 14:42:31.763465,2024-11-14 14:42:31.825580,2880.0,041056,1219.0,T,041,056,1,41.0,56.0,138.03,"[70, 110]",3
tetrapak,False,53,B053013,True,False,False,False,2024-11-14 14:51:04.474861,2024-11-14 14:51:04.505593,827.0,053013,1850.0,B,053,013,2,53.0,13.0,68.29,"[40, 70]",2
carton_grand,False,221,B098016,True,True,True,True,2024-11-14 14:54:26.093842,2024-11-14 14:54:26.096223,1938.0,098016,3249.0,B,098,016,2,98.0,16.0,5.29,>= 200,5
tetrapak,False,65,B076015,True,False,False,False,2024-11-14 14:49:35.637414,2024-11-14 14:49:35.669818,1491.0,076015,2774.0,B,076,015,2,76.0,15.0,72.01,"[40, 70]",2
dechet,False,58,W044014,True,True,False,False,2024-11-14 14:47:02.332455,2024-11-14 14:47:02.369792,3913.0,044014,1362.0,W,044,014,0,44.0,14.0,82.97,"[70, 110]",3
bouteille_t,False,58,T036077,True,True,True,False,2024-11-14 14:51:09.050314,2024-11-14 14:51:09.079084,2771.0,036077,967.0,T,036,077,1,36.0,77.0,63.93,"[110, 200]",4
conserve,True,74,S017003,True,True,False,False,2024-11-14 14:56:45.602567,2024-11-14 14:56:45.648003,2334.0,017003,239.0,S,017,003,3,17.0,3.0,100.97,"[70, 110]",3
bouteille_b,False,207,W005005,True,False,False,False,2024-11-14 14:52:33.245065,2024-11-14 14:52:33.274929,3464.0,005005,31.0,W,005,005,0,5.0,5.0,66.36,"[40, 70]",2
canette,True,95,S039006,True,False,False,False,2024-11-14 14:48:49.181833,2024-11-14 14:48:49.214965,2506.0,039006,1091.0,S,039,006,3,39.0,6.0,73.63,"[40, 70]",2
bouteille_b,False,71,W013003,True,True,True,False,2024-11-14 14:51:12.276096,2024-11-14 14:51:12.315308,3541.0,013003,145.0,W,013,003,0,13.0,3.0,87.14,"[110, 200]",4
journal,False,389,B049062,True,True,True,False,2024-11-14 14:50:49.552130,2024-11-14 14:50:49.556433,725.0,049062,1665.0,B,049,062,2,49.0,62.0,9.56,"[110, 200]",4
bouteille_t,False,70,T052066,True,True,True,False,2024-11-14 14:41:38.427541,2024-11-14 14:41:38.456728,3129.0,052066,1819.0,T,052,066,1,52.0,66.0,64.86,"[110, 200]",4
bouteille_b,False,69,W012007,True,True,True,True,2024-11-14 14:45:11.616430,2024-11-14 14:45:11.648974,3535.0,012007,132.0,W,012,007,0,12.0,7.0,72.32,>= 200,5
yaourt,False,68,W027010,True,False,False,False,2024-11-14 14:43:43.177205,2024-11-14 14:43:43.196098,3669.0,027010,559.0,W,027,010,0,27.0,10.0,41.98,"[40, 70]",2
conserve,True,100,S035004,True,True,True,False,2024-11-14 14:44:21.743918,2024-11-14 14:44:21.777749,2474.0,035004,890.0,S,035,004,3,35.0,4.0,75.18,"[110, 200]",4
carton_grand,False,217,B110008,True,True,True,False,2024-11-14 14:52:32.505827,2024-11-14 14:52:32.507735,2119.0,110008,3431.0,B,110,008,2,110.0,8.0,4.24,"[110, 200]",4
tetrapak,False,53,B061012,True,True,False,False,2024-11-14 14:52:09.214430,2024-11-14 14:52:09.237892,1075.0,061012,2249.0,B,061,012,2,61.0,12.0,52.14,"[70, 110]",3
tetrapak,False,76,B066005,True,False,False,False,2024-11-14 14:52:27.438751,2024-11-14 14:52:27.466678,1228.0,066005,2447.0,B,066,005,2,66.0,5.0,62.06,"[40, 70]",2
carton_grand,False,4,B074013,True,True,True,False,2024-11-14 14:44:12.477048,2024-11-14 14:44:12.660496,1442.0,074013,2716.0,B,074,013,2,74.0,13.0,407.66,"[110, 200]",4
tetrapak,False,77,B071010,True,True,False,False,2024-11-14 14:52:51.225361,2024-11-14 14:52:51.257060,1365.0,071010,2632.0,B,071,010,2,71.0,10.0,70.44,"[70, 110]",3
carton_grand,False,5,B096014,True,True,True,False,2024-11-14 14:48:29.749979,2024-11-14 14:48:29.893464,1905.0,096014,3216.0,B,096,014,2,96.0,14.0,318.86,"[110, 200]",4
tetrapak,False,49,B066011,True,False,False,False,2024-11-14 14:41:21.660400,2024-11-14 14:41:21.691696,1234.0,066011,2453.0,B,066,011,2,66.0,11.0,69.55,"[40, 70]",2
yaourt,False,53,W034009,True,True,False,False,2024-11-14 14:48:17.046950,2024-11-14 14:48:17.078724,3767.0,034009,852.0,W,034,009,0,34.0,9.0,70.61,"[70, 110]",3
dechet,False,63,B021066,True,True,False,False,2024-11-14 14:42:07.474230,2024-11-14 14:42:07.512450,163.0,021066,381.0,B,021,066,2,21.0,66.0,84.93,"[70, 110]",3
tetrapak,False,43,B037007,True,False,False,False,2024-11-14 14:56:57.973741,2024-11-14 14:56:58.003580,398.0,037007,986.0,B,037,007,2,37.0,7.0,66.31,"[40, 70]",2
tetrapak,False,40,B074006,True,False,False,False,2024-11-14 14:48:11.630446,2024-11-14 14:48:11.649040,1435.0,074006,2709.0,B,074,006,2,74.0,6.0,41.32,"[40, 70]",2
tetrapak,False,64,B073003,True,False,False,False,2024-11-14 14:52:36.229120,2024-11-14 14:52:36.263997,1411.0,073003,2683.0,B,073,003,2,73.0,3.0,77.5,"[40, 70]",2
journal,False,217,B038056,True,True,True,True,2024-11-14 14:55:47.902413,2024-11-14 14:55:47.907623,429.0,038056,1065.0,B,038,056,2,38.0,56.0,11.58,>= 200,5
dechet,False,105,B023039,True,True,True,False,2024-11-14 14:55:44.300695,2024-11-14 14:55:44.341185,189.0,023039,439.0,B,023,039,2,23.0,39.0,89.98,"[110, 200]",4
bouteille_b,False,91,W007005,True,True,False,False,2024-11-14 14:56:26.265413,2024-11-14 14:56:26.365521,3478.0,007005,48.0,W,007,005,0,7.0,5.0,222.46,"[70, 110]",3
bouteille_t,False,63,T050059,True,True,True,False,2024-11-14 14:52:54.599859,2024-11-14 14:52:54.623892,3085.0,050059,1717.0,T,050,059,1,50.0,59.0,53.41,"[110, 200]",4
bouteille_t,False,209,T061107,True,False,False,False,2024-11-14 14:48:56.670725,2024-11-14 14:48:56.699146,3305.0,061107,2283.0,T,061,107,1,61.0,107.0,63.16,"[40, 70]",2
bouteille_t,False,54,T043079,True,False,False,False,2024-11-14 14:46:06.875146,2024-11-14 14:46:06.961716,2929.0,043079,1331.0,T,043,079,1,43.0,79.0,192.38,"[40, 70]",2
carton_grand,False,4,B108014,True,True,True,False,2024-11-14 14:46:15.748586,2024-11-14 14:46:15.896389,2091.0,108014,3403.0,B,108,014,2,108.0,14.0,328.45,"[110, 200]",4
bouteille_t,False,226,T048116,True,False,False,False,2024-11-14 14:50:08.747793,2024-11-14 14:50:08.780468,3060.0,048116,1630.0,T,048,116,1,48.0,116.0,72.61,"[40, 70]",2
bouteille_t,False,63,T043122,True,True,True,False,2024-11-14 14:57:32.112666,2024-11-14 14:57:32.142596,2941.0,043122,1344.0,T,043,122,1,43.0,122.0,66.51,"[110, 200]",4
bouteille_t,False,63,T036039,True,True,True,True,2024-11-14 14:49:29.775098,2024-11-14 14:49:29.805079,2764.0,036039,948.0,T,036,039,1,36.0,39.0,66.62,>= 200,5
carton_petit,False,111,B072022,True,True,False,False,2024-11-14 14:48:21.288229,2024-11-14 14:48:21.315394,1400.0,072022,2670.0,B,072,022,2,72.0,22.0,60.37,"[70, 110]",3
journal,False,8,B054048,True,True,True,True,2024-11-14 14:42:37.252155,2024-11-14 14:42:37.384008,861.0,054048,1911.0,B,054,048,2,54.0,48.0,293.01,>= 200,5
tetrapak,False,73,B051006,True,False,False,False,2024-11-14 14:45:20.850290,2024-11-14 14:45:20.873994,765.0,051006,1745.0,B,051,006,2,51.0,6.0,52.68,"[40, 70]",2
carton_grand,False,337,B089015,False,False,False,False,2024-11-14 14:43:59.652291,2024-11-14 14:43:59.747867,1769.0,089015,3079.0,B,089,015,2,89.0,15.0,212.39,"[0, 40]",1
canette,True,97,S031005,True,False,False,False,2024-11-14 14:41:18.864582,2024-11-14 14:41:18.884599,2445.0,031005,715.0,S,031,005,3,31.0,5.0,44.48,"[40, 70]",2
carton_petit,False,70,B052017,True,False,False,False,2024-11-14 14:57:18.882149,2024-11-14 14:57:18.925831,802.0,052017,1800.0,B,052,017,2,52.0,17.0,97.07,"[40, 70]",2
carton_petit,False,87,B092034,True,True,False,False,2024-11-14 14:52:09.795062,2024-11-14 14:52:09.835893,1834.0,092034,3145.0,B,092,034,2,92.0,34.0,90.74,"[70, 110]",3
carton_grand,False,5,B065015,True,True,True,True,2024-11-14 14:42:12.274335,2024-11-14 14:42:12.389577,1212.0,065015,2426.0,B,065,015,2,65.0,15.0,256.09,>= 200,5
dechet,False,70,T040101,True,True,False,False,2024-11-14 14:45:51.745801,2024-11-14 14:45:51.787866,2868.0,040101,1182.0,T,040,101,1,40.0,101.0,93.48,"[70, 110]",3
bouteille_t,False,59,T054088,True,True,True,True,2024-11-14 14:46:51.064562,2024-11-14 14:46:51.083868,3179.0,054088,1928.0,T,054,088,1,54.0,88.0,42.9,>= 200,5
carton_grand,False,281,B071010,False,False,False,False,2024-11-14 14:49:04.157549,2024-11-14 14:49:04.242382,1365.0,071010,2632.0,B,071,010,2,71.0,10.0,188.52,"[0, 40]",1
carton_petit,False,60,B037014,True,True,False,False,2024-11-14 14:46:34.438489,2024-11-14 14:46:34.462529,401.0,037014,993.0,B,037,014,2,37.0,14.0,53.42,"[70, 110]",3
canette,True,47,S025007,True,True,True,False,2024-11-14 14:51:42.214122,2024-11-14 14:51:42.246723,2397.0,025007,493.0,S,025,007,3,25.0,7.0,72.45,"[110, 200]",4
tetrapak,False,53,B061006,True,False,False,False,2024-11-14 14:43:06.986463,2024-11-14 14:43:07.011896,1070.0,061006,2244.0,B,061,006,2,61.0,6.0,56.52,"[40, 70]",2
carton_petit,False,115,B121020,True,True,False,False,2024-11-14 14:52:29.322710,2024-11-14 14:52:29.362237,2218.0,121020,3530.0,B,121,020,2,121.0,20.0,87.84,"[70, 110]",3
carton_petit,False,67,B085016,True,True,True,False,2024-11-14 14:47:17.661596,2024-11-14 14:47:17.702859,1689.0,085016,2996.0,B,085,016,2,85.0,16.0,91.7,"[110, 200]",4
carton_petit,False,93,B104032,True,True,False,False,2024-11-14 14:50:51.592917,2024-11-14 14:50:51.622940,2047.0,104032,3359.0,B,104,032,2,104.0,32.0,66.72,"[70, 110]",3
tetrapak,False,64,B087004,True,False,False,False,2024-11-14 14:49:40.200981,2024-11-14 14:49:40.217857,1718.0,087004,3027.0,B,087,004,2,87.0,4.0,37.5,"[40, 70]",2
dechet,False,87,B025065,True,True,False,False,2024-11-14 14:52:11.712867,2024-11-14 14:52:11.750207,225.0,025065,510.0,B,025,065,2,25.0,65.0,82.98,"[70, 110]",3
yaourt,False,46,W045006,True,True,False,False,2024-11-14 14:53:00.572688,2024-11-14 14:53:00.595250,3918.0,045006,1408.0,W,045,006,0,45.0,6.0,50.14,"[70, 110]",3
tetrapak,False,63,B050013,True,False,False,False,2024-11-14 14:53:44.554921,2024-11-14 14:53:44.579594,737.0,050013,1695.0,B,050,013,2,50.0,13.0,54.83,"[40, 70]",2
bouteille_t,False,75,T022125,True,True,True,False,2024-11-14 14:42:43.385731,2024-11-14 14:42:43.414654,2611.0,022125,420.0,T,022,125,1,22.0,125.0,64.27,"[110, 200]",4
dechet,False,3,B084010,True,True,True,True,2024-11-14 14:44:09.718662,2024-11-14 14:44:09.786342,1663.0,084010,2970.0,B,084,010,2,84.0,10.0,150.4,>= 200,5
carton_grand,False,156,B124019,False,False,False,False,2024-11-14 14:49:34.471639,2024-11-14 14:49:34.584377,2235.0,124019,3547.0,B,124,019,2,124.0,19.0,250.53,"[0, 40]",1
yaourt,False,61,W041006,True,False,False,False,2024-11-14 14:51:54.838010,2024-11-14 14:51:54.864810,3863.0,041006,1194.0,W,041,006,0,41.0,6.0,59.56,"[40, 70]",2
conserve,True,96,S037005,True,True,False,False,2024-11-14 14:54:31.115178,2024-11-14 14:54:31.154155,2489.0,037005,984.0,S,037,005,3,37.0,5.0,86.62,"[70, 110]",3
dechet,False,76,T039052,True,True,False,False,2024-11-14 14:55:00.029182,2024-11-14 14:55:00.059235,2833.0,039052,1118.0,T,039,052,1,39.0,52.0,66.78,"[70, 110]",3
canette,True,78,S035004,True,True,False,False,2024-11-14 14:46:04.041671,2024-11-14 14:46:04.071519,2474.0,035004,890.0,S,035,004,3,35.0,4.0,66.33,"[70, 110]",3
carton_grand,False,5,B121014,True,True,True,True,2024-11-14 14:57:33.169818,2024-11-14 14:57:33.304469,2216.0,121014,3528.0,B,121,014,2,121.0,14.0,299.22,>= 200,5
bouteille_t,False,85,T029090,True,True,False,False,2024-11-14 14:53:40.126128,2024-11-14 14:53:40.225207,2666.0,029090,664.0,T,029,090,1,29.0,90.0,220.18,"[70, 110]",3
yaourt,False,56,W052009,True,False,False,False,2024-11-14 14:44:38.541010,2024-11-14 14:44:38.570870,3996.0,052009,1793.0,W,052,009,0,52.0,9.0,66.36,"[40, 70]",2
bouteille_t,False,53,T052119,True,False,False,False,2024-11-14 14:52:25.042512,2024-11-14 14:52:25.136224,3146.0,052119,1836.0,T,052,119,1,52.0,119.0,208.25,"[40, 70]",2
tetrapak,False,66,B037009,True,False,False,False,2024-11-14 14:46:50.482809,2024-11-14 14:46:50.513807,400.0,037009,988.0,B,037,009,2,37.0,9.0,68.88,"[40, 70]",2
